Source,Target,None
194,1895,{}
194,1996,{}
194,2007,{}
194,2111,{}
194,2303,{}
194,2414,{}
194,2438,{}
194,2540,{}
194,2610,{}
194,2928,{}
194,3414,{}
194,4079,{}
194,4103,{}
194,4238,{}
194,4381,{}
194,5216,{}
194,5374,{}
194,5561,{}
194,6156,{}
194,6714,{}
194,6903,{}
194,6965,{}
194,6991,{}
194,7320,{}
194,7748,{}
194,8491,{}
194,8609,{}
194,8634,{}
194,9362,{}
194,9938,{}
194,10369,{}
194,10473,{}
194,11355,{}
194,12430,{}
194,13067,{}
194,17506,{}
194,17601,{}
194,17776,{}
194,17977,{}
194,19490,{}
194,19723,{}
194,21000,{}
194,21870,{}
194,22174,{}
194,22213,{}
194,25258,{}
194,26071,{}
194,26358,{}
194,26512,{}
194,27362,{}
194,28346,{}
194,29291,{}
194,31410,{}
194,31491,{}
194,31949,{}
194,32283,{}
194,34050,{}
194,34710,{}
194,34913,{}
194,34925,{}
194,35979,{}
194,36830,{}
194,37327,{}
194,38443,{}
194,39300,{}
194,39413,{}
194,41356,{}
194,41383,{}
194,42753,{}
194,44580,{}
194,46499,{}
194,47205,{}
194,47515,{}
194,48767,{}
195,363,{}
195,443,{}
195,484,{}
195,859,{}
195,1716,{}
195,2915,{}
195,2932,{}
195,2961,{}
195,3376,{}
195,4522,{}
195,4604,{}
195,6181,{}
195,7978,{}
195,8360,{}
195,8535,{}
195,9688,{}
195,11829,{}
195,12487,{}
195,12946,{}
195,14624,{}
195,14638,{}
195,15075,{}
195,15520,{}
195,16520,{}
195,17195,{}
195,19576,{}
195,21112,{}
195,21933,{}
195,22644,{}
195,24821,{}
195,26810,{}
195,26857,{}
195,29182,{}
195,29579,{}
195,31283,{}
195,31626,{}
195,34315,{}
195,34642,{}
195,38758,{}
195,39043,{}
195,40810,{}
195,45352,{}
195,47748,{}
196,218,{}
196,311,{}
196,370,{}
196,447,{}
196,476,{}
196,502,{}
196,513,{}
196,699,{}
196,892,{}
196,972,{}
196,991,{}
196,1134,{}
196,1579,{}
196,1641,{}
196,1705,{}
196,1833,{}
196,2232,{}
196,2237,{}
196,2704,{}
196,2907,{}
196,3159,{}
196,3798,{}
196,3812,{}
196,3877,{}
196,3994,{}
196,4398,{}
196,4519,{}
196,6223,{}
196,7574,{}
196,7835,{}
196,8383,{}
196,8709,{}
196,8876,{}
196,8899,{}
196,8909,{}
196,9410,{}
196,9453,{}
196,9599,{}
196,10049,{}
196,10062,{}
196,10611,{}
196,10854,{}
196,10993,{}
196,11010,{}
196,11014,{}
196,11478,{}
196,11826,{}
196,11899,{}
196,11928,{}
196,12149,{}
196,12156,{}
196,12261,{}
196,12379,{}
196,13150,{}
196,13880,{}
196,14626,{}
196,14833,{}
196,15407,{}
196,16260,{}
196,17431,{}
196,17554,{}
196,17657,{}
196,18199,{}
196,18456,{}
196,18537,{}
196,19180,{}
196,19828,{}
196,21686,{}
196,22203,{}
196,23622,{}
196,25354,{}
196,26508,{}
196,26799,{}
196,27687,{}
196,28043,{}
196,28320,{}
196,28755,{}
196,28857,{}
196,29168,{}
196,29210,{}
196,29742,{}
196,29748,{}
196,30761,{}
196,32518,{}
196,33345,{}
196,33895,{}
196,33985,{}
196,34260,{}
196,35285,{}
196,36395,{}
196,37186,{}
196,38946,{}
196,39870,{}
196,41182,{}
196,42177,{}
196,42912,{}
196,42949,{}
196,44031,{}
196,45017,{}
196,45135,{}
196,45415,{}
196,45931,{}
196,46816,{}
196,46963,{}
196,47521,{}
196,47553,{}
196,48398,{}
196,48701,{}
197,246,{}
197,260,{}
197,325,{}
197,336,{}
197,686,{}
197,953,{}
197,1091,{}
197,1256,{}
197,1629,{}
197,1653,{}
197,1760,{}
197,1843,{}
197,3317,{}
197,3920,{}
197,4244,{}
197,4435,{}
197,5369,{}
197,6930,{}
197,7464,{}
197,7552,{}
197,7574,{}
197,7634,{}
197,7657,{}
197,8213,{}
197,8489,{}
197,10011,{}
197,10164,{}
197,10636,{}
197,10996,{}
197,11017,{}
197,11232,{}
197,11558,{}
197,12467,{}
197,12862,{}
197,12949,{}
197,13972,{}
197,14514,{}
197,15003,{}
197,16237,{}
197,17023,{}
197,18155,{}
197,18693,{}
197,20483,{}
197,21353,{}
197,22436,{}
197,22742,{}
197,26147,{}
197,26330,{}
197,29081,{}
197,29591,{}
197,30943,{}
197,31179,{}
197,31551,{}
197,31928,{}
197,32056,{}
197,32552,{}
197,36342,{}
197,41731,{}
197,41796,{}
197,43164,{}
197,43483,{}
197,43646,{}
197,46204,{}
197,46603,{}
197,48825,{}
198,537,{}
198,592,{}
198,786,{}
198,1209,{}
198,1391,{}
198,1784,{}
198,1792,{}
198,2602,{}
198,3316,{}
198,3557,{}
198,3664,{}
198,4121,{}
198,4605,{}
198,4984,{}
198,5017,{}
198,5744,{}
198,5758,{}
198,6611,{}
198,7434,{}
198,8578,{}
198,9696,{}
198,10245,{}
198,13054,{}
198,13353,{}
198,14007,{}
198,15034,{}
198,17685,{}
198,18573,{}
198,19578,{}
198,20436,{}
198,21085,{}
198,22693,{}
198,22715,{}
198,25281,{}
198,25534,{}
198,25673,{}
198,25737,{}
198,25951,{}
198,29771,{}
198,29945,{}
198,30506,{}
198,33435,{}
198,34068,{}
198,34694,{}
198,39638,{}
198,40872,{}
198,43937,{}
198,45072,{}
198,45980,{}
198,46352,{}
198,46482,{}
198,46910,{}
198,48117,{}
199,207,{}
199,214,{}
199,238,{}
199,246,{}
199,252,{}
199,378,{}
199,391,{}
199,431,{}
199,438,{}
199,590,{}
199,774,{}
199,932,{}
199,1170,{}
199,1269,{}
199,1429,{}
199,1490,{}
199,1627,{}
199,1633,{}
199,1659,{}
199,1735,{}
199,1910,{}
199,2064,{}
199,2211,{}
199,2220,{}
199,2243,{}
199,2248,{}
199,2511,{}
199,2771,{}
199,2844,{}
199,3025,{}
199,3033,{}
199,3118,{}
199,3158,{}
199,3163,{}
199,3295,{}
199,3422,{}
199,3619,{}
199,4242,{}
199,4439,{}
199,4683,{}
199,4843,{}
199,4947,{}
199,5596,{}
199,5798,{}
199,6238,{}
199,6403,{}
199,6460,{}
199,6949,{}
199,7000,{}
199,7066,{}
199,7143,{}
199,7192,{}
199,7220,{}
199,7424,{}
199,7535,{}
199,7537,{}
199,8229,{}
199,8475,{}
199,8587,{}
199,8603,{}
199,8677,{}
199,8896,{}
199,8959,{}
199,9331,{}
199,9689,{}
199,9773,{}
199,10093,{}
199,10410,{}
199,10519,{}
199,10583,{}
199,11512,{}
199,11969,{}
199,12432,{}
199,12733,{}
199,12863,{}
199,13364,{}
199,13512,{}
199,13824,{}
199,13943,{}
199,13982,{}
199,14020,{}
199,15185,{}
199,15297,{}
199,16016,{}
199,16196,{}
199,16375,{}
199,16721,{}
199,17189,{}
199,17203,{}
199,17334,{}
199,17867,{}
199,18107,{}
199,18472,{}
199,18684,{}
199,18854,{}
199,18864,{}
199,18994,{}
199,19001,{}
199,19057,{}
199,19110,{}
199,19560,{}
199,19577,{}
199,19637,{}
199,19892,{}
199,19933,{}
199,20083,{}
199,20654,{}
199,20713,{}
199,21280,{}
199,21411,{}
199,21776,{}
199,21793,{}
199,21861,{}
199,22000,{}
199,22663,{}
199,22899,{}
199,23112,{}
199,24010,{}
199,24572,{}
199,24656,{}
199,24825,{}
199,25307,{}
199,26211,{}
199,26467,{}
199,26595,{}
199,26951,{}
199,27353,{}
199,27398,{}
199,27789,{}
199,28452,{}
199,28553,{}
199,28753,{}
199,29981,{}
199,31350,{}
199,31573,{}
199,31793,{}
199,32069,{}
199,32197,{}
199,32335,{}
199,32952,{}
199,33745,{}
199,34108,{}
199,34284,{}
199,34702,{}
199,34707,{}
199,35938,{}
199,36448,{}
199,36693,{}
199,37177,{}
199,37316,{}
199,38078,{}
199,38481,{}
199,39333,{}
199,39397,{}
199,41248,{}
199,41786,{}
199,41799,{}
199,41992,{}
199,42083,{}
199,42745,{}
199,42896,{}
199,43406,{}
199,43716,{}
199,43777,{}
199,44076,{}
199,44439,{}
199,44606,{}
199,45823,{}
199,46005,{}
199,46726,{}
199,47244,{}
199,48165,{}
200,285,{}
200,355,{}
200,981,{}
200,1048,{}
200,1112,{}
200,1229,{}
200,1303,{}
200,1730,{}
200,2033,{}
200,2285,{}
200,5018,{}
200,5552,{}
200,5799,{}
200,6567,{}
200,7040,{}
200,7223,{}
200,8042,{}
200,8635,{}
200,11368,{}
200,11856,{}
200,13499,{}
200,13627,{}
200,14217,{}
200,16800,{}
200,17190,{}
200,18207,{}
200,18742,{}
200,19825,{}
200,21477,{}
200,21871,{}
200,25197,{}
200,25805,{}
200,26512,{}
200,26652,{}
200,27321,{}
200,28523,{}
200,29309,{}
200,29812,{}
200,30506,{}
200,31202,{}
200,32206,{}
200,35000,{}
200,36531,{}
200,36585,{}
200,37886,{}
200,38002,{}
200,38082,{}
200,41507,{}
200,42503,{}
200,44177,{}
200,46378,{}
200,47241,{}
200,48457,{}
200,49588,{}
201,236,{}
201,273,{}
201,321,{}
201,372,{}
201,595,{}
201,677,{}
201,845,{}
201,896,{}
201,911,{}
201,1015,{}
201,1164,{}
201,1194,{}
201,1259,{}
201,1352,{}
201,1421,{}
201,1770,{}
201,1921,{}
201,1978,{}
201,1980,{}
201,2230,{}
201,2246,{}
201,2269,{}
201,2762,{}
201,3013,{}
201,3048,{}
201,3078,{}
201,3493,{}
201,3505,{}
201,4277,{}
201,4336,{}
201,4502,{}
201,4869,{}
201,4870,{}
201,4905,{}
201,4931,{}
201,4994,{}
201,5222,{}
201,5326,{}
201,5454,{}
201,5613,{}
201,5678,{}
201,5812,{}
201,5821,{}
201,5857,{}
201,6054,{}
201,6352,{}
201,6509,{}
201,7381,{}
201,7992,{}
201,8097,{}
201,9180,{}
201,9783,{}
201,9857,{}
201,9879,{}
201,10975,{}
201,11491,{}
201,11962,{}
201,12364,{}
201,12666,{}
201,12709,{}
201,12867,{}
201,13059,{}
201,13334,{}
201,14223,{}
201,14389,{}
201,14864,{}
201,15429,{}
201,15936,{}
201,16339,{}
201,16684,{}
201,17003,{}
201,17397,{}
201,17403,{}
201,17444,{}
201,18296,{}
201,18741,{}
201,19043,{}
201,19337,{}
201,20000,{}
201,20821,{}
201,21313,{}
201,21655,{}
201,22065,{}
201,23218,{}
201,23518,{}
201,24056,{}
201,24616,{}
201,25733,{}
201,26012,{}
201,26293,{}
201,26352,{}
201,26994,{}
201,27154,{}
201,27631,{}
201,27713,{}
201,28220,{}
201,28498,{}
201,29424,{}
201,29613,{}
201,30375,{}
201,30390,{}
201,30510,{}
201,32436,{}
201,33847,{}
201,34704,{}
201,34866,{}
201,34896,{}
201,35313,{}
201,36898,{}
201,37350,{}
201,39097,{}
201,39366,{}
201,39452,{}
201,39720,{}
201,39855,{}
201,41046,{}
201,41358,{}
201,41761,{}
201,41983,{}
201,42007,{}
201,42208,{}
201,42861,{}
201,42961,{}
201,43418,{}
201,44652,{}
201,45813,{}
201,47101,{}
201,47563,{}
201,47639,{}
201,48360,{}
201,48761,{}
201,49237,{}
201,49521,{}
201,49826,{}
202,247,{}
202,265,{}
202,286,{}
202,649,{}
202,680,{}
202,747,{}
202,1275,{}
202,1578,{}
202,2531,{}
202,2624,{}
202,2710,{}
202,2951,{}
202,3148,{}
202,5031,{}
202,6444,{}
202,7544,{}
202,8372,{}
202,8893,{}
202,8946,{}
202,9917,{}
202,10163,{}
202,10973,{}
202,11504,{}
202,11629,{}
202,15207,{}
202,21705,{}
202,21994,{}
202,26639,{}
202,27459,{}
202,29007,{}
202,31529,{}
202,31991,{}
202,32425,{}
202,35195,{}
202,36143,{}
202,48282,{}
202,48696,{}
203,415,{}
203,419,{}
203,420,{}
203,2976,{}
203,5464,{}
203,5610,{}
203,7547,{}
203,8241,{}
203,9506,{}
203,9642,{}
203,10654,{}
203,10949,{}
203,11937,{}
203,14483,{}
203,14511,{}
203,15703,{}
203,15807,{}
203,16449,{}
203,17308,{}
203,17592,{}
203,18028,{}
203,18512,{}
203,20720,{}
203,21010,{}
203,22741,{}
203,26358,{}
203,28925,{}
203,32724,{}
203,33186,{}
203,38421,{}
203,38586,{}
203,39304,{}
203,41092,{}
203,41168,{}
203,43010,{}
203,45880,{}
204,299,{}
204,327,{}
204,332,{}
204,683,{}
204,797,{}
204,880,{}
204,1016,{}
204,1017,{}
204,1197,{}
204,1295,{}
204,1593,{}
204,2282,{}
204,2847,{}
204,3623,{}
204,3810,{}
204,3835,{}
204,4415,{}
204,4663,{}
204,5262,{}
204,5582,{}
204,5914,{}
204,5931,{}
204,5950,{}
204,6862,{}
204,7192,{}
204,8272,{}
204,8677,{}
204,9116,{}
204,10764,{}
204,11132,{}
204,11407,{}
204,11434,{}
204,11506,{}
204,12345,{}
204,12920,{}
204,13431,{}
204,15138,{}
204,15497,{}
204,15804,{}
204,16768,{}
204,16940,{}
204,16973,{}
204,19066,{}
204,19419,{}
204,19432,{}
204,20254,{}
204,20321,{}
204,20381,{}
204,22183,{}
204,22622,{}
204,24657,{}
204,25205,{}
204,25485,{}
204,26309,{}
204,29436,{}
204,30281,{}
204,30573,{}
204,31408,{}
204,31845,{}
204,32633,{}
204,33254,{}
204,34094,{}
204,34585,{}
204,35799,{}
204,36385,{}
204,36804,{}
204,38099,{}
204,39590,{}
204,40146,{}
204,40791,{}
204,41017,{}
204,41558,{}
204,43744,{}
204,43956,{}
204,44654,{}
204,45136,{}
204,45416,{}
205,241,{}
205,337,{}
205,468,{}
205,496,{}
205,1564,{}
205,1938,{}
205,2197,{}
205,2611,{}
205,2720,{}
205,4181,{}
205,4518,{}
205,5105,{}
205,6096,{}
205,6233,{}
205,6582,{}
205,6996,{}
205,7299,{}
205,7887,{}
205,8743,{}
205,10236,{}
205,11450,{}
205,11902,{}
205,12763,{}
205,14944,{}
205,16251,{}
205,16292,{}
205,17192,{}
205,19979,{}
205,20340,{}
205,21034,{}
205,21288,{}
205,21344,{}
205,22796,{}
205,24331,{}
205,24448,{}
205,25232,{}
205,26081,{}
205,26318,{}
205,26850,{}
205,31855,{}
205,32208,{}
205,33059,{}
205,34381,{}
205,34758,{}
205,35270,{}
205,37685,{}
205,38454,{}
205,40269,{}
205,45003,{}
205,48070,{}
205,48934,{}
205,49666,{}
205,49702,{}
206,249,{}
206,269,{}
206,368,{}
206,687,{}
206,850,{}
206,890,{}
206,892,{}
206,963,{}
206,1082,{}
206,1809,{}
206,1908,{}
206,2712,{}
206,2748,{}
206,4608,{}
206,5380,{}
206,5647,{}
206,9438,{}
206,10410,{}
206,11269,{}
206,12917,{}
206,13149,{}
206,15736,{}
206,16070,{}
206,18467,{}
206,18490,{}
206,19095,{}
206,19405,{}
206,20815,{}
206,21355,{}
206,22399,{}
206,22874,{}
206,23405,{}
206,25736,{}
206,26286,{}
206,27269,{}
206,27355,{}
206,29137,{}
206,29960,{}
206,30536,{}
206,31605,{}
206,31956,{}
206,32261,{}
206,32702,{}
206,32833,{}
206,40063,{}
206,40532,{}
206,43023,{}
206,45147,{}
206,46678,{}
206,49885,{}
207,303,{}
207,334,{}
207,445,{}
207,476,{}
207,533,{}
207,549,{}
207,563,{}
207,742,{}
207,927,{}
207,955,{}
207,958,{}
207,981,{}
207,1245,{}
207,1270,{}
207,1499,{}
207,1617,{}
207,1767,{}
207,1980,{}
207,2111,{}
207,2351,{}
207,2556,{}
207,3056,{}
207,3176,{}
207,3328,{}
207,3350,{}
207,3485,{}
207,3626,{}
207,3685,{}
207,3793,{}
207,3847,{}
207,3967,{}
207,4019,{}
207,4319,{}
207,4425,{}
207,4551,{}
207,4587,{}
207,4819,{}
207,5083,{}
207,5257,{}
207,5477,{}
207,5540,{}
207,5858,{}
207,5882,{}
207,6084,{}
207,7234,{}
207,7504,{}
207,7522,{}
207,7602,{}
207,8307,{}
207,9188,{}
207,9863,{}
207,10209,{}
207,11185,{}
207,12722,{}
207,13392,{}
207,13841,{}
207,14553,{}
207,14751,{}
207,14789,{}
207,14958,{}
207,15548,{}
207,16006,{}
207,16183,{}
207,16277,{}
207,17865,{}
207,18555,{}
207,20515,{}
207,21364,{}
207,21856,{}
207,23524,{}
207,23584,{}
207,23637,{}
207,24575,{}
207,24583,{}
207,26069,{}
207,26784,{}
207,27039,{}
207,28225,{}
207,28619,{}
207,30415,{}
207,30421,{}
207,31096,{}
207,31172,{}
207,31241,{}
207,33700,{}
207,34459,{}
207,36087,{}
207,36104,{}
207,37588,{}
207,38008,{}
207,38840,{}
207,40583,{}
207,44885,{}
207,45146,{}
207,45316,{}
207,45484,{}
207,45602,{}
208,338,{}
208,544,{}
208,822,{}
208,1061,{}
208,1132,{}
208,1140,{}
208,1214,{}
208,1480,{}
208,1543,{}
208,1781,{}
208,2357,{}
208,2438,{}
208,2560,{}
208,2804,{}
208,3219,{}
208,3419,{}
208,3430,{}
208,3596,{}
208,4216,{}
208,4507,{}
208,4600,{}
208,5242,{}
208,5268,{}
208,5589,{}
208,5918,{}
208,7243,{}
208,7503,{}
208,7601,{}
208,7627,{}
208,8140,{}
208,8391,{}
208,8910,{}
208,8963,{}
208,9445,{}
208,9825,{}
208,10323,{}
208,10503,{}
208,11188,{}
208,11397,{}
208,11733,{}
208,11998,{}
208,12346,{}
208,13021,{}
208,13051,{}
208,13262,{}
208,13463,{}
208,14166,{}
208,14238,{}
208,14367,{}
208,14462,{}
208,15074,{}
208,17687,{}
208,18259,{}
208,18440,{}
208,19020,{}
208,20161,{}
208,20428,{}
208,21332,{}
208,21531,{}
208,21916,{}
208,22474,{}
208,23459,{}
208,25457,{}
208,25966,{}
208,26066,{}
208,26633,{}
208,27261,{}
208,29249,{}
208,30142,{}
208,30940,{}
208,31200,{}
208,31418,{}
208,31679,{}
208,31735,{}
208,32076,{}
208,32477,{}
208,33062,{}
208,34070,{}
208,34389,{}
208,35068,{}
208,37166,{}
208,38384,{}
208,39778,{}
208,40416,{}
208,40810,{}
208,41179,{}
208,41489,{}
208,41973,{}
208,43276,{}
208,43595,{}
208,44833,{}
208,49099,{}
208,49412,{}
209,311,{}
209,342,{}
209,350,{}
209,387,{}
209,439,{}
209,495,{}
209,552,{}
209,610,{}
209,634,{}
209,865,{}
209,1163,{}
209,1382,{}
209,1441,{}
209,1561,{}
209,1703,{}
209,1712,{}
209,1729,{}
209,1763,{}
209,1820,{}
209,1932,{}
209,1943,{}
209,1989,{}
209,2162,{}
209,2287,{}
209,2493,{}
209,2838,{}
209,2957,{}
209,3073,{}
209,3086,{}
209,3468,{}
209,3519,{}
209,3635,{}
209,3826,{}
209,4341,{}
209,4589,{}
209,4691,{}
209,5254,{}
209,5608,{}
209,5681,{}
209,5884,{}
209,6094,{}
209,6267,{}
209,6285,{}
209,6421,{}
209,7074,{}
209,7103,{}
209,7141,{}
209,9045,{}
209,9460,{}
209,9788,{}
209,10385,{}
209,10774,{}
209,11880,{}
209,12110,{}
209,12253,{}
209,12669,{}
209,13196,{}
209,13714,{}
209,13939,{}
209,14389,{}
209,14579,{}
209,14675,{}
209,14772,{}
209,15621,{}
209,15651,{}
209,16487,{}
209,16829,{}
209,17131,{}
209,17184,{}
209,17213,{}
209,17891,{}
209,19154,{}
209,19200,{}
209,19561,{}
209,21726,{}
209,22250,{}
209,22701,{}
209,23472,{}
209,23747,{}
209,23955,{}
209,24468,{}
209,26162,{}
209,26866,{}
209,27329,{}
209,27363,{}
209,27521,{}
209,28011,{}
209,28023,{}
209,28312,{}
209,28366,{}
209,28628,{}
209,28658,{}
209,29123,{}
209,29282,{}
209,29620,{}
209,29757,{}
209,29788,{}
209,29818,{}
209,30095,{}
209,30319,{}
209,30404,{}
209,31819,{}
209,31849,{}
209,33065,{}
209,33252,{}
209,33566,{}
209,34148,{}
209,34659,{}
209,34847,{}
209,35120,{}
209,35361,{}
209,35735,{}
209,36103,{}
209,36717,{}
209,38082,{}
209,38118,{}
209,38158,{}
209,38471,{}
209,38996,{}
209,39924,{}
209,41906,{}
209,42300,{}
209,42952,{}
209,43151,{}
209,43698,{}
209,44135,{}
209,44806,{}
209,44860,{}
209,45126,{}
209,45718,{}
209,45735,{}
209,47594,{}
209,47642,{}
209,47904,{}
209,48141,{}
209,49592,{}
209,49911,{}
210,560,{}
210,1087,{}
210,1901,{}
210,3555,{}
210,4690,{}
210,8376,{}
210,15732,{}
210,20572,{}
210,30299,{}
210,32932,{}
210,49641,{}
211,219,{}
211,286,{}
211,455,{}
211,496,{}
211,740,{}
211,752,{}
211,764,{}
211,1159,{}
211,1289,{}
211,1418,{}
211,1458,{}
211,1981,{}
211,2616,{}
211,3065,{}
211,3101,{}
211,3198,{}
211,3236,{}
211,3415,{}
211,3599,{}
211,3612,{}
211,3702,{}
211,5421,{}
211,6052,{}
211,6295,{}
211,8055,{}
211,8122,{}
211,8355,{}
211,8369,{}
211,9099,{}
211,11561,{}
211,11772,{}
211,12022,{}
211,12932,{}
211,13227,{}
211,14110,{}
211,16074,{}
211,17759,{}
211,18514,{}
211,18882,{}
211,18961,{}
211,19288,{}
211,19509,{}
211,19732,{}
211,20834,{}
211,20837,{}
211,20907,{}
211,20964,{}
211,20972,{}
211,21787,{}
211,24115,{}
211,24863,{}
211,25337,{}
211,25652,{}
211,25804,{}
211,26194,{}
211,26493,{}
211,27836,{}
211,28633,{}
211,29983,{}
211,31726,{}
211,31960,{}
211,32736,{}
211,33632,{}
211,34625,{}
211,34976,{}
211,37248,{}
211,38958,{}
211,39330,{}
211,39543,{}
211,41670,{}
211,43209,{}
211,45131,{}
211,45259,{}
211,45864,{}
211,45908,{}
211,47510,{}
211,49103,{}
212,563,{}
212,874,{}
212,1263,{}
212,1347,{}
212,1367,{}
212,2005,{}
212,2114,{}
212,3016,{}
212,3034,{}
212,4274,{}
212,4280,{}
212,4570,{}
212,4807,{}
212,5075,{}
212,5385,{}
212,6368,{}
212,9294,{}
212,9880,{}
212,9972,{}
212,11196,{}
212,11411,{}
212,12838,{}
212,13177,{}
212,13797,{}
212,13943,{}
212,14147,{}
212,14254,{}
212,16201,{}
212,17208,{}
212,17624,{}
212,19103,{}
212,21994,{}
212,22850,{}
212,25418,{}
212,27137,{}
212,27924,{}
212,29923,{}
212,31284,{}
212,31436,{}
212,36795,{}
212,40861,{}
212,41271,{}
212,45357,{}
212,47711,{}
212,48609,{}
212,49096,{}
213,224,{}
213,252,{}
213,750,{}
213,789,{}
213,900,{}
213,1100,{}
213,1255,{}
213,1658,{}
213,1667,{}
213,2008,{}
213,2078,{}
213,2286,{}
213,3073,{}
213,3555,{}
213,3889,{}
213,4376,{}
213,4782,{}
213,5074,{}
213,6182,{}
213,6232,{}
213,6606,{}
213,7609,{}
213,8028,{}
213,8147,{}
213,8549,{}
213,8888,{}
213,8953,{}
213,10045,{}
213,10234,{}
213,10613,{}
213,10766,{}
213,11116,{}
213,11569,{}
213,11751,{}
213,11803,{}
213,12778,{}
213,13603,{}
213,14302,{}
213,15909,{}
213,16146,{}
213,16456,{}
213,16893,{}
213,16921,{}
213,16980,{}
213,19413,{}
213,19733,{}
213,21078,{}
213,22583,{}
213,23552,{}
213,23855,{}
213,27344,{}
213,27418,{}
213,28516,{}
213,28790,{}
213,30189,{}
213,30670,{}
213,33118,{}
213,33718,{}
213,34844,{}
213,35284,{}
213,38989,{}
213,41353,{}
213,42056,{}
213,43675,{}
213,44047,{}
213,44125,{}
213,44599,{}
213,45300,{}
213,46298,{}
213,47238,{}
214,323,{}
214,988,{}
214,1312,{}
214,1435,{}
214,1456,{}
214,1580,{}
214,2101,{}
214,3551,{}
214,3793,{}
214,4720,{}
214,4787,{}
214,5297,{}
214,5736,{}
214,6536,{}
214,7088,{}
214,7096,{}
214,7303,{}
214,7364,{}
214,7724,{}
214,8242,{}
214,8675,{}
214,11854,{}
214,12594,{}
214,13728,{}
214,14279,{}
214,14325,{}
214,15379,{}
214,15588,{}
214,16731,{}
214,17385,{}
214,17446,{}
214,17554,{}
214,18721,{}
214,19182,{}
214,19222,{}
214,19883,{}
214,20106,{}
214,20304,{}
214,20527,{}
214,22764,{}
214,22912,{}
214,23797,{}
214,25230,{}
214,26038,{}
214,26048,{}
214,27999,{}
214,32291,{}
214,37165,{}
214,38175,{}
214,38327,{}
214,39604,{}
214,41471,{}
214,45632,{}
214,48696,{}
215,249,{}
215,525,{}
215,613,{}
215,622,{}
215,678,{}
215,767,{}
215,819,{}
215,976,{}
215,1094,{}
215,1219,{}
215,1446,{}
215,1545,{}
215,1822,{}
215,1852,{}
215,1930,{}
215,2895,{}
215,2932,{}
215,3203,{}
215,3285,{}
215,3834,{}
215,3879,{}
215,3965,{}
215,3996,{}
215,4954,{}
215,5540,{}
215,5878,{}
215,6201,{}
215,6268,{}
215,6285,{}
215,6702,{}
215,6881,{}
215,7231,{}
215,7382,{}
215,7527,{}
215,7711,{}
215,7760,{}
215,8883,{}
215,8984,{}
215,9253,{}
215,10044,{}
215,10475,{}
215,10522,{}
215,10768,{}
215,11150,{}
215,11189,{}
215,11806,{}
215,12111,{}
215,12410,{}
215,12563,{}
215,12671,{}
215,12739,{}
215,12747,{}
215,14206,{}
215,16622,{}
215,17664,{}
215,18249,{}
215,18686,{}
215,19075,{}
215,19672,{}
215,19714,{}
215,20024,{}
215,20311,{}
215,21461,{}
215,21844,{}
215,24167,{}
215,25193,{}
215,25308,{}
215,26589,{}
215,26670,{}
215,27324,{}
215,28021,{}
215,29611,{}
215,30963,{}
215,31466,{}
215,32272,{}
215,32751,{}
215,33016,{}
215,33035,{}
215,33856,{}
215,35758,{}
215,38192,{}
215,38390,{}
215,38606,{}
215,39541,{}
215,43310,{}
215,46253,{}
215,46716,{}
215,47017,{}
215,47438,{}
215,48257,{}
215,49816,{}
216,390,{}
216,550,{}
216,769,{}
216,1088,{}
216,1132,{}
216,1217,{}
216,1472,{}
216,1507,{}
216,1672,{}
216,1830,{}
216,1870,{}
216,2154,{}
216,2497,{}
216,2929,{}
216,2938,{}
216,4016,{}
216,4200,{}
216,4256,{}
216,4610,{}
216,4793,{}
216,5134,{}
216,5415,{}
216,5512,{}
216,6548,{}
216,6734,{}
216,6759,{}
216,6945,{}
216,8759,{}
216,8804,{}
216,8890,{}
216,9029,{}
216,9122,{}
216,9266,{}
216,9390,{}
216,10802,{}
216,12008,{}
216,13304,{}
216,13325,{}
216,14704,{}
216,15277,{}
216,15374,{}
216,15416,{}
216,15445,{}
216,15472,{}
216,15859,{}
216,16182,{}
216,16471,{}
216,17942,{}
216,20245,{}
216,20979,{}
216,21380,{}
216,22366,{}
216,22451,{}
216,23824,{}
216,24689,{}
216,25369,{}
216,25514,{}
216,32183,{}
216,33586,{}
216,34791,{}
216,35330,{}
216,35481,{}
216,37166,{}
216,37782,{}
216,39638,{}
216,39737,{}
216,40704,{}
216,42673,{}
216,46060,{}
216,47070,{}
216,47098,{}
216,47823,{}
217,227,{}
217,249,{}
217,370,{}
217,539,{}
217,604,{}
217,689,{}
217,987,{}
217,1054,{}
217,1462,{}
217,1500,{}
217,1530,{}
217,1993,{}
217,2006,{}
217,2267,{}
217,2656,{}
217,2743,{}
217,2980,{}
217,3208,{}
217,3460,{}
217,3467,{}
217,5294,{}
217,5315,{}
217,5437,{}
217,5706,{}
217,5772,{}
217,5882,{}
217,5966,{}
217,6005,{}
217,6300,{}
217,6339,{}
217,6432,{}
217,6457,{}
217,7267,{}
217,7751,{}
217,9427,{}
217,11312,{}
217,13309,{}
217,13614,{}
217,13664,{}
217,13836,{}
217,14808,{}
217,15519,{}
217,16917,{}
217,17435,{}
217,17696,{}
217,17869,{}
217,18251,{}
217,18423,{}
217,19139,{}
217,19605,{}
217,20203,{}
217,20210,{}
217,20504,{}
217,20797,{}
217,21354,{}
217,22052,{}
217,22374,{}
217,23283,{}
217,25787,{}
217,27928,{}
217,28727,{}
